bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
PLCG1	gene-PLCG1	PLCG1	gene-PLCG1	RBB
PLCG2	gene-PLCG2	PLCG2	gene-PLCG2	RBB
PLCH1	gene-PLCH1	PLCH1	gene-PLCH1	RBB
PLCH2	gene-PLCH2	PLCH2	gene-PLCH2	RBB
PLCL1	gene-PLCL1	PLCL1	gene-PLCL1	RBB
PLCL2	gene-PLCL2	PLCL2	gene-PLCL2	RBB
PLCXD2	gene-PLCXD2	PLCXD2	gene-PLCXD2	RBB
PLCXD3	gene-PLCXD3	PLCXD3	gene-PLCXD3	RBB
PLCZ1	gene-PLCZ1	PLCZ1	gene-PLCZ1	RBB
PLD1	gene-PLD1	PLD1	gene-PLD1	RBB
PLD2	gene-PLD2	PLD2	gene-PLD2	RBB
PLD3	gene-PLD3	PLD3	gene-PLD3	RBB
PLD4	gene-PLD4	PLD4	gene-PLD4	RBB
PLD5	gene-PLD5	PLD5	gene-PLD5	RBB
PLD6	gene-PLD6	PLD6	gene-PLD6	RBB
PLEK	gene-PLEK	PLEK	gene-PLEK	RBB
PLEK2	gene-PLEK2	PLEK2	gene-PLEK2	RBB
PLEKHA1	gene-PLEKHA1	PLEKHA1	gene-PLEKHA1	RBB
PLEKHA2	gene-PLEKHA2	PLEKHA2	gene-PLEKHA2	RBB
PLEKHA3	gene-PLEKHA3	PLEKHA3	gene-PLEKHA3	RBB
PLEKHA4	gene-PLEKHA4	PLEKHA4	gene-PLEKHA4	RBB
PLEKHA5	gene-PLEKHA5	PLEKHA5	gene-PLEKHA5	RBB
PLEKHA7	gene-PLEKHA7	PLEKHA7	gene-PLEKHA7	RBB
PLEKHA8	gene-PLEKHA8	PLEKHA8	gene-PLEKHA8	RBB
PLEKHB1	gene-PLEKHB1	PLEKHB1	gene-PLEKHB1	RBB
PLEKHB2	gene-PLEKHB2	PLEKHB2	gene-PLEKHB2	RBB
PLEKHD1	gene-PLEKHD1	PLEKHD1	gene-PLEKHD1	RBB
PLEKHF1	gene-PLEKHF1	PLEKHF1	gene-PLEKHF1	RBB
PLEKHF2	gene-PLEKHF2	PLEKHF2	gene-PLEKHF2	RBB
PLEKHG1	gene-PLEKHG1	PLEKHG1	gene-PLEKHG1	RBB
PLEKHG2	gene-PLEKHG2	PLEKHG2	gene-PLEKHG2	RBB
PLEKHG3	gene-PLEKHG3	PLEKHG3	gene-PLEKHG3	RBB
PLEKHG4	gene-PLEKHG4	PLEKHG4	gene-PLEKHG4	RBB
PLEKHG4B	gene-PLEKHG4B	PLEKHG4B	gene-PLEKHG4B	RBB
PLEKHG5	gene-PLEKHG5	PLEKHG5	gene-PLEKHG5	RBB
PLEKHG6	gene-PLEKHG6	PLEKHG6	gene-PLEKHG6	RBB
PLEKHG7	gene-PLEKHG7	PLEKHG7	gene-PLEKHG7	RBB
PLEKHH1	gene-PLEKHH1	PLEKHH1	gene-PLEKHH1	RBB
PLEKHH2	gene-PLEKHH2	PLEKHH2	gene-PLEKHH2	RBB
PLEKHH3	gene-PLEKHH3	PLEKHH3	gene-PLEKHH3	RBB
PLEKHJ1	gene-PLEKHJ1	PLEKHJ1	gene-PLEKHJ1	RBB
PLEKHM1	gene-PLEKHM1	PLEKHM1	gene-PLEKHM1	RBB
PLEKHM2	gene-PLEKHM2	PLEKHM2	gene-PLEKHM2	RBB
PLEKHM3	gene-PLEKHM3	PLEKHM3	gene-PLEKHM3	RBB
PLEKHN1	gene-PLEKHN1	PLEKHN1	gene-PLEKHN1	RBB
PLEKHO1	gene-PLEKHO1	PLEKHO1	gene-PLEKHO1	RBB
PLEKHO2	gene-PLEKHO2	PLEKHO2	gene-PLEKHO2	RBB
PLEKHS1	gene-PLEKHS1	PLEKHS1	gene-PLEKHS1	RBB
PLET1	gene-PLET1	PLET1	gene-PLET1	RBB
PLG	gene-PLG	PLG	gene-PLG	RBB
PLGRKT	gene-PLGRKT	PLGRKT	gene-PLGRKT	RBB
PLIN1	gene-PLIN1	PLIN1	gene-PLIN1	RBB
PLIN2	gene-PLIN2	PLIN2	gene-PLIN2	RBB
PLIN3	gene-PLIN3	PLIN3	gene-PLIN3	RBB
PLIN4	gene-PLIN4	PLIN4	gene-PLIN4	RBB
PLIN5	gene-PLIN5	PLIN5	gene-PLIN5	RBB
PLK1	gene-PLK1	PLK1	gene-PLK1	RBB
PLK2	gene-PLK2	PLK2	gene-PLK2	RBB
PLK3	gene-PLK3	PLK3	gene-PLK3	RBB
PLK4	gene-PLK4	PLK4	gene-PLK4	RBB
PLK5	gene-PLK5	PLK2	gene-PLK2	OBB
PLLP	gene-PLLP	PLLP	gene-PLLP	RBB
PLN	gene-PLN	PLN	gene-PLN	RBB
PLOD1	gene-PLOD1	PLOD1	gene-PLOD1	RBB
PLOD2	gene-PLOD2	PLOD2	gene-PLOD2	RBB
PLOD3	gene-PLOD3	PLOD3	gene-PLOD3	RBB
PLP1	gene-PLP1	PLP1	gene-PLP1	RBB
PLP2	gene-PLP2	PLP2	gene-PLP2	RBB
PLPBP	gene-PLPBP	PLPBP	gene-PLPBP	RBB
PLPP1	gene-PLPP1	PLPP1	gene-PLPP1	RBB
PLPP2	gene-PLPP2	PLPP2	gene-PLPP2	RBB
PLPP3	gene-PLPP3	PLPP3	gene-PLPP3	RBB
PLPP4	gene-PLPP4	PLPP4	gene-PLPP4	OBB
PLPP5	gene-PLPP5	PLPP5	gene-PLPP5	RBB
PLPP6	gene-PLPP6	PLPP6	gene-PLPP6	RBB
PLPP7	gene-PLPP7	PLPP7	gene-PLPP7	RBB
PLPPR1	gene-PLPPR1	PLPPR1	gene-PLPPR1	RBB
PLPPR2	gene-PLPPR2	PLPPR2	gene-PLPPR2	RBB
PLPPR3	gene-PLPPR3	PLPPR3	gene-PLPPR3	RBB
PLPPR4	gene-PLPPR4	PLPPR4	gene-PLPPR4	RBB
PLPPR5	gene-PLPPR5	PLPPR5	gene-PLPPR5	RBB
PLRG1	gene-PLRG1	PLRG1	gene-PLRG1	RBB
PLS1	gene-PLS1	PLS1	gene-PLS1	RBB
PLS3	gene-PLS3	PLS3	gene-PLS3	RBB
PLSCR3	gene-PLSCR3	PLSCR3	gene-PLSCR3	RBB
PLSCR4	gene-PLSCR4	PLSCR4	gene-PLSCR4	RBB
PLSCR5	gene-PLSCR5	PLSCR5	gene-PLSCR5	RBB
PLTP	gene-PLTP	PLTP	gene-PLTP	RBB
PLVAP	gene-PLVAP	PLVAP	gene-PLVAP	RBB
PLXDC1	gene-PLXDC1	PLXDC1	gene-PLXDC1	RBB
PLXDC2	gene-PLXDC2	PLXDC2	gene-PLXDC2	RBB
PLXNA1	gene-PLXNA1	PLXNA1	gene-PLXNA1	RBB
PLXNA2	gene-PLXNA2	PLXNA2	gene-PLXNA2	RBB
PLXNA4	gene-PLXNA4	PLXNA4	gene-PLXNA4	RBB
PLXNB1	gene-PLXNB1	PLXNB1	gene-PLXNB1	RBB
PLXNC1	gene-PLXNC1	PLXNC1	gene-PLXNC1	RBB
PLXND1	gene-PLXND1	PLXND1	gene-PLXND1	RBB
PM20D2	gene-PM20D2	PM20D2	gene-PM20D2	RBB
PMAIP1	gene-PMAIP1	PMAIP1	gene-PMAIP1	RBB
PMCH	gene-PMCH	PMCH	gene-PMCH	RBB
PMEL	gene-PMEL	PMEL	gene-PMEL	RBB
PMEPA1	gene-PMEPA1	PMEPA1	gene-PMEPA1	RBB
PMF1	gene-PMF1	PMF1	gene-PMF1	RBB
PMFBP1	gene-PMFBP1	PMFBP1	gene-PMFBP1	RBB
PMIS2	gene-PMIS2	PMIS2	gene-PMIS2	RBB
PML	gene-PML	PML	gene-PML	RBB
PMM1	gene-PMM1	PMM2	gene-PMM2	OBB
PMM2	gene-PMM2	PMM2	gene-PMM2	RBB
PMP2	gene-PMP2	PMP2	gene-PMP2	RBB
PMP22	gene-PMP22	PMP22	gene-PMP22	RBB
PMPCA	gene-PMPCA	PMPCA	gene-PMPCA	RBB
PMPCB	gene-PMPCB	PMPCB	gene-PMPCB	RBB
PMS1	gene-PMS1	PMS1	gene-PMS1	RBB
PMS2	gene-PMS2	PMS2	gene-PMS2	RBB
PMVK	gene-PMVK	PMVK	gene-PMVK	RBB
PNISR	gene-PNISR	PNISR	gene-PNISR	RBB
PNKP	gene-PNKP	PNKP	gene-PNKP	RBB
PNLDC1	gene-PNLDC1	PNLDC1	gene-PNLDC1	RBB
PNLIP	gene-PNLIP	PNLIP	gene-PNLIP	RBB
PNLIPRP1	gene-PNLIPRP1	PNLIPRP1	gene-PNLIPRP1	RBB
PNLIPRP3	gene-PNLIPRP3	PNLIPRP3	gene-PNLIPRP3	RBB
PNMA1	gene-PNMA1	PNMA1	gene-PNMA1	RBB
PNMA2	gene-PNMA2	PNMA2	gene-PNMA2	RBB
PNMA3	gene-PNMA3	PNMA3	gene-PNMA3	RBB
PNMA6A	gene-PNMA6A	PNMA6A	gene-PNMA6A	RBB
PNMA8A	gene-PNMA8A	PNMA8A	gene-PNMA8A	RBB
PNMA8B	gene-PNMA8B	PNMA8B	gene-PNMA8B	RBB
PNMA8C	gene-PNMA8C	PNMA8C	gene-PNMA8C	RBB
PNMT	gene-PNMT	PNMT	gene-PNMT	RBB
PNN	gene-PNN	PNN	gene-PNN	RBB
PNO1	gene-PNO1	PNO1	gene-PNO1	RBB
PNOC	gene-PNOC	PNOC	gene-PNOC	RBB
PNP	gene-PNP	PNP	gene-PNP	RBB
PNPLA1	gene-PNPLA1	PNPLA1	gene-PNPLA1	RBB
PNPLA2	gene-PNPLA2	PNPLA2	gene-PNPLA2	RBB
PNPLA4	gene-PNPLA4	PNPLA4	gene-PNPLA4	RBB
PNPLA6	gene-PNPLA6	PNPLA6	gene-PNPLA6	RBB
PNPLA7	gene-PNPLA7	PNPLA7	gene-PNPLA7	RBB
PNPLA8	gene-PNPLA8	PNPLA8	gene-PNPLA8	RBB
PNPO	gene-PNPO	PNPO	gene-PNPO	RBB
PNPT1	gene-PNPT1	PNPT1	gene-PNPT1	RBB
PNRC1	gene-PNRC1	PNRC1	gene-PNRC1	RBB
PNRC2	gene-PNRC2	PNRC2	gene-PNRC2	RBB
POC1A	gene-POC1A	POC1A	gene-POC1A	RBB
POC1B	gene-POC1B	POC1B	gene-POC1B	RBB
POC5	gene-POC5	POC5	gene-POC5	RBB
PODN	gene-PODN	PODN	gene-PODN	RBB
PODNL1	gene-PODNL1	PODNL1	gene-PODNL1	RBB
PODXL	gene-PODXL	PODXL	gene-PODXL	RBB
PODXL2	gene-PODXL2	PODXL2	gene-PODXL2	RBB
POF1B	gene-POF1B	POF1B	gene-POF1B	RBB
POFUT1	gene-POFUT1	POFUT1	gene-POFUT1	RBB
POFUT2	gene-POFUT2	POFUT2	gene-POFUT2	RBB
POGLUT1	gene-POGLUT1	POGLUT1	gene-POGLUT1	RBB
POGLUT2	gene-POGLUT2	POGLUT2	gene-POGLUT2	RBB
POGLUT3	gene-POGLUT3	POGLUT3	gene-POGLUT3	RBB
POGZ	gene-POGZ	POGZ	gene-POGZ	RBB
POLA1	gene-POLA1	POLA1	gene-POLA1	RBB
POLA2	gene-POLA2	POLA2	gene-POLA2	RBB
POLB	gene-POLB	POLB	gene-POLB	RBB
POLD1	gene-POLD1	POLD1	gene-POLD1	RBB
POLD2	gene-POLD2	POLD2	gene-POLD2	RBB
POLD3	gene-POLD3	POLD3	gene-POLD3	RBB
POLD4	gene-POLD4	POLD4	gene-POLD4	RBB
POLDIP2	gene-POLDIP2	POLDIP2	gene-POLDIP2	RBB
POLDIP3	gene-POLDIP3	POLDIP3	gene-POLDIP3	RBB
POLE	gene-POLE	POLE	gene-POLE	RBB
POLE2	gene-POLE2	POLE2	gene-POLE2	RBB
POLE3	gene-POLE3	POLE3	gene-POLE3	RBB
POLE4	gene-POLE4	POLE4	gene-POLE4	RBB
POLG	gene-POLG	POLG	gene-POLG	RBB
POLG2	gene-POLG2	POLG2	gene-POLG2	RBB
POLH	gene-POLH	POLH	gene-POLH	RBB
POLI	gene-POLI	POLI	gene-POLI	RBB
POLK	gene-POLK	POLK	gene-POLK	RBB
POLL	gene-POLL	POLL	gene-POLL	RBB
POLM	gene-POLM	POLM	gene-POLM	RBB
POLN	gene-POLN	POLN	gene-POLN	RBB
POLQ	gene-POLQ	POLQ	gene-POLQ	RBB
POLR1A	gene-POLR1A	POLR1A	gene-POLR1A	RBB
POLR1B	gene-POLR1B	POLR1B	gene-POLR1B	RBB
POLR1C	gene-POLR1C	POLR1C	gene-POLR1C	RBB
POLR1E	gene-POLR1E	POLR1E	gene-POLR1E	RBB
POLR1F	gene-POLR1F	POLR1F	gene-POLR1F	RBB
POLR1G	gene-POLR1G	POLR1G	gene-POLR1G	RBB
POLR1H	gene-POLR1H	POLR1H	gene-POLR1H	RBB
POLR2A	gene-POLR2A	POLR2A	gene-POLR2A	RBB
POLR2B	gene-POLR2B	POLR2B	gene-POLR2B	RBB
POLR2C	gene-POLR2C	POLR2C	gene-POLR2C	RBB
POLR2D	gene-POLR2D	POLR2D	gene-POLR2D	RBB
POLR2E	gene-POLR2E	POLR2E	gene-POLR2E	RBB
POLR2F	gene-POLR2F	POLR2F	gene-POLR2F	RBB
POLR2G	gene-POLR2G	POLR2G	gene-POLR2G	RBB
POLR2H	gene-POLR2H	POLR2H	gene-POLR2H	RBB
POLR2I	gene-POLR2I	POLR2I	gene-POLR2I	RBB
POLR2J	gene-POLR2J	POLR2J	gene-POLR2J	RBB
POLR2K	gene-POLR2K	POLR2K	gene-POLR2K	RBB
POLR2L	gene-POLR2L	POLR2L	gene-POLR2L	RBB
POLR2M	gene-POLR2M	POLR2M	gene-POLR2M	RBB
POLR3A	gene-POLR3A	POLR3A	gene-POLR3A	RBB
POLR3B	gene-POLR3B	POLR3B	gene-POLR3B	RBB
POLR3C	gene-POLR3C	POLR3C	gene-POLR3C	RBB
POLR3D	gene-POLR3D	POLR3D	gene-POLR3D	RBB
POLR3F	gene-POLR3F	POLR3F	gene-POLR3F	RBB
POLR3G	gene-POLR3G	POLR3G	gene-POLR3G	RBB
POLR3GL	gene-POLR3GL	POLR3GL	gene-POLR3GL	RBB
POLR3H	gene-POLR3H	POLR3H	gene-POLR3H	RBB
POLR3K	gene-POLR3K	POLR3K	gene-POLR3K	RBB
POLRMT	gene-POLRMT	POLRMT	gene-POLRMT	RBB
POM121C	gene-POM121C	POM121	gene-POM121	RBB
POM121L12	gene-POM121L12	POM121L12	gene-POM121L12	RBB
POM121L2	gene-POM121L2	POM121L2	gene-POM121L2	RBB
POMC	gene-POMC	POMC	gene-POMC	RBB
POMGNT1	gene-POMGNT1	POMGNT1	gene-POMGNT1	RBB
POMGNT2	gene-POMGNT2	POMGNT2	gene-POMGNT2	RBB
POMK	gene-POMK	POMK	gene-POMK	RBB
POMP	gene-POMP	POMP	gene-POMP	RBB
POMT1	gene-POMT1	POMT1	gene-POMT1	RBB
POMT2	gene-POMT2	POMT2	gene-POMT2	RBB
PON1	gene-PON1	PON1	gene-PON1	RBB
POP1	gene-POP1	POP1	gene-POP1	RBB
POP5	gene-POP5	POP5	gene-POP5	RBB
POP7	gene-POP7	POP7	gene-POP7	RBB
POPDC2	gene-POPDC2	POPDC2	gene-POPDC2	RBB
POPDC3	gene-POPDC3	POPDC3	gene-POPDC3	RBB
PORCN	gene-PORCN	PORCN	gene-PORCN	RBB
POSTN	gene-POSTN	POSTN	gene-POSTN	RBB
POT1	gene-POT1	POT1	gene-POT1	RBB
POU1F1	gene-POU1F1	POU1F1	gene-POU1F1	RBB
POU2AF1	gene-POU2AF1	POU2AF1	gene-POU2AF1	RBB
POU2AF2	gene-POU2AF2	POU2AF2	gene-POU2AF2	RBB
POU2AF3	gene-POU2AF3	POU2AF3	gene-POU2AF3	RBB
POU2F1	gene-POU2F1	POU2F1	gene-POU2F1	RBB
POU2F2	gene-POU2F2	POU2F2	gene-POU2F2	RBB
POU2F3	gene-POU2F3	POU2F3	gene-POU2F3	RBB
POU3F1	gene-POU3F1	POU3F1	gene-POU3F1	RBB
POU3F2	gene-POU3F2	POU3F2	gene-POU3F2	RBB
POU3F3	gene-POU3F3	POU3F3	gene-POU3F3	RBB
POU3F4	gene-POU3F4	POU3F4	gene-POU3F4	RBB
POU4F1	gene-POU4F1	POU4F1	gene-POU4F1	RBB
POU4F2	gene-POU4F2	POU4F2	gene-POU4F2	RBB
POU4F3	gene-POU4F3	POU4F3	gene-POU4F3	RBB
POU5F1	gene-POU5F1	POU5F1	gene-POU5F1	RBB
POU5F2	gene-POU5F2	POU5F2	gene-POU5F2	RBB
POU6F1	gene-POU6F1	POU6F1	gene-POU6F1	RBB
POU6F2	gene-POU6F2	POU6F2	gene-POU6F2	RBB
PP2D1	gene-PP2D1	PP2D1	gene-PP2D1	RBB
PPA1	gene-PPA1	PPA1	gene-PPA1	RBB
PPA2	gene-PPA2	PPA2	gene-PPA2	RBB
PPARD	gene-PPARD	PPARD	gene-PPARD	RBB
PPARG	gene-PPARG	PPARG	gene-PPARG	RBB
PPARGC1A	gene-PPARGC1A	PPARGC1A	gene-PPARGC1A	RBB
PPARGC1B	gene-PPARGC1B	PPARGC1B	gene-PPARGC1B	RBB
PPAT	gene-PPAT	PPAT	gene-PPAT	RBB
PPCDC	gene-PPCDC	PPCDC	gene-PPCDC	RBB
PPCS	gene-PPCS	PPCS	gene-PPCS	RBB
PPDPF	gene-PPDPF	PPDPF	gene-PPDPF	RBB
PPDPFL	gene-PPDPFL	PPDPFL	gene-PPDPFL	RBB
PPEF1	gene-PPEF1	PPEF1	gene-PPEF1	RBB
PPEF2	gene-PPEF2	PPEF2	gene-PPEF2	RBB
PPFIA1	gene-PPFIA1	PPFIA1	gene-PPFIA1	RBB
PPFIA2	gene-PPFIA2	PPFIA2	gene-PPFIA2	RBB
PPFIA3	gene-PPFIA3	PPFIA3	gene-PPFIA3	RBB
PPFIA4	gene-PPFIA4	PPFIA4	gene-PPFIA4	RBB
PPFIBP1	gene-PPFIBP1	PPFIBP1	gene-PPFIBP1	RBB
PPFIBP2	gene-PPFIBP2	PPFIBP2	gene-PPFIBP2	RBB
PPHLN1	gene-PPHLN1	PPHLN1	gene-PPHLN1	RBB
PPIA	gene-PPIA	PPIA	gene-PPIA	RBB
PPIB	gene-PPIB	PPIB	gene-PPIB	RBB
PPIC	gene-PPIC	PPIC	gene-PPIC	RBB
PPID	gene-PPID	PPID	gene-PPID	RBB
PPIE	gene-PPIE	PPIE	gene-PPIE	RBB
PPIF	gene-PPIF	PPIF	gene-PPIF	RBB
PPIG	gene-PPIG	PPIG	gene-PPIG	RBB
PPIH	gene-PPIH	PPIH	gene-PPIH	RBB
PPIL2	gene-PPIL2	PPIL2	gene-PPIL2	RBB
PPIL3	gene-PPIL3	PPIL3	gene-PPIL3	RBB
PPIL4	gene-PPIL4	PPIL4	gene-PPIL4	RBB
PPIL6	gene-PPIL6	PPIL6	gene-PPIL6	RBB
PPIP5K1	gene-PPIP5K1	PPIP5K1	gene-PPIP5K1	RBB
PPIP5K2	gene-PPIP5K2	PPIP5K2	gene-PPIP5K2	RBB
PPL	gene-PPL	PPL	gene-PPL	RBB
PPM1A	gene-PPM1A	PPM1A	gene-PPM1A	RBB
PPM1B	gene-PPM1B	PPM1B	gene-PPM1B	RBB
PPM1D	gene-PPM1D	PPM1D	gene-PPM1D	RBB
PPM1F	gene-PPM1F	PPM1F	gene-PPM1F	RBB
PPM1G	gene-PPM1G	PPM1G	gene-PPM1G	RBB
PPM1H	gene-PPM1H	PPM1H	gene-PPM1H	RBB
PPM1J	gene-PPM1J	PPM1J	gene-PPM1J	RBB
PPM1K	gene-PPM1K	PPM1K	gene-PPM1K	RBB
PPM1L	gene-PPM1L	PPM1L	gene-PPM1L	RBB
PPM1M	gene-PPM1M	PPM1M	gene-PPM1M	RBB
PPM1N	gene-PPM1N	PPM1N	gene-PPM1N	RBB
PPME1	gene-PPME1	PPME1	gene-PPME1	RBB
PPOX	gene-PPOX	PPOX	gene-PPOX	RBB
PPP1CA	gene-PPP1CA	PPP1CA	gene-PPP1CA	RBB
PPP1CB	gene-PPP1CB	PPP1CB	gene-PPP1CB	RBB
PPP1CC	gene-PPP1CC	PPP1CC	gene-PPP1CC	RBB
PPP1R10	gene-PPP1R10	PPP1R10	gene-PPP1R10	RBB
PPP1R11	gene-PPP1R11	PPP1R11	gene-PPP1R11	RBB
PPP1R12A	gene-PPP1R12A	PPP1R12A	gene-PPP1R12A	RBB
PPP1R12B	gene-PPP1R12B	PPP1R12B	gene-PPP1R12B	RBB
PPP1R12C	gene-PPP1R12C	PPP1R12C	gene-PPP1R12C	RBB
PPP1R13B	gene-PPP1R13B	PPP1R13B	gene-PPP1R13B	RBB
PPP1R13L	gene-PPP1R13L	PPP1R13L	gene-PPP1R13L	RBB
PPP1R14A	gene-PPP1R14A	PPP1R14A	gene-PPP1R14A	RBB
PPP1R14B	gene-PPP1R14B	PPP1R14B	gene-PPP1R14B	RBB
PPP1R14C	gene-PPP1R14C	PPP1R14C	gene-PPP1R14C	RBB
PPP1R14D	gene-PPP1R14D	PPP1R14D	gene-PPP1R14D	RBB
PPP1R15A	gene-PPP1R15A	PPP1R15A	gene-PPP1R15A	RBB
PPP1R15B	gene-PPP1R15B	PPP1R15B	gene-PPP1R15B	RBB
PPP1R16A	gene-PPP1R16A	PPP1R16A	gene-PPP1R16A	RBB
PPP1R16B	gene-PPP1R16B	PPP1R16B	gene-PPP1R16B	RBB
PPP1R17	gene-PPP1R17	PPP1R17	gene-PPP1R17	RBB
PPP1R18	gene-PPP1R18	PPP1R18	gene-PPP1R18	RBB
PPP1R1A	gene-PPP1R1A	PPP1R1A	gene-PPP1R1A	RBB
PPP1R1B	gene-PPP1R1B	PPP1R1B	gene-PPP1R1B	RBB
PPP1R1C	gene-PPP1R1C	PPP1R1C	gene-PPP1R1C	RBB
PPP1R2	gene-PPP1R2	PPP1R2B	gene-PPP1R2B	RBB
PPP1R21	gene-PPP1R21	PPP1R21	gene-PPP1R21	RBB
PPP1R26	gene-PPP1R26	PPP1R26	gene-PPP1R26	RBB
PPP1R27	gene-PPP1R27	PPP1R27	gene-PPP1R27	RBB
PPP1R2C	gene-PPP1R2C	PPP1R2C	gene-PPP1R2C	RBB
PPP1R35	gene-PPP1R35	PPP1R35	gene-PPP1R35	RBB
PPP1R36	gene-PPP1R36	PPP1R36	gene-PPP1R36	RBB
PPP1R37	gene-PPP1R37	PPP1R37	gene-PPP1R37	RBB
PPP1R3A	gene-PPP1R3A	PPP1R3A	gene-PPP1R3A	RBB
PPP1R3B	gene-PPP1R3B	PPP1R3B	gene-PPP1R3B	RBB
PPP1R3C	gene-PPP1R3C	PPP1R3C	gene-PPP1R3C	RBB
PPP1R3D	gene-PPP1R3D	PPP1R3D	gene-PPP1R3D	RBB
PPP1R3E	gene-PPP1R3E	PPP1R3E	gene-PPP1R3E	RBB
PPP1R3F	gene-PPP1R3F	PPP1R3F	gene-PPP1R3F	RBB
PPP1R3G	gene-PPP1R3G	PPP1R3G	gene-PPP1R3G	RBB
PPP1R42	gene-PPP1R42	PPP1R42	gene-PPP1R42	RBB
PPP1R7	gene-PPP1R7	PPP1R7	gene-PPP1R7	RBB
PPP1R8	gene-PPP1R8	PPP1R8	gene-PPP1R8	RBB
PPP1R9A	gene-PPP1R9A	PPP1R9A	gene-PPP1R9A	RBB
PPP1R9B	gene-PPP1R9B	PPP1R9B	gene-PPP1R9B	RBB
PPP2CA	gene-PPP2CA	PPP2CA	gene-PPP2CA	RBB
PPP2CB	gene-PPP2CB	PPP2CB	gene-PPP2CB	RBB
PPP2R1A	gene-PPP2R1A	PPP2R1A	gene-PPP2R1A	RBB
PPP2R1B	gene-PPP2R1B	PPP2R1B	gene-PPP2R1B	RBB
PPP2R2A	gene-PPP2R2A	PPP2R2A	gene-PPP2R2A	RBB
PPP2R2B	gene-PPP2R2B	PPP2R2B	gene-PPP2R2B	RBB
PPP2R2C	gene-PPP2R2C	PPP2R2C	gene-PPP2R2C	RBB
PPP2R2D	gene-PPP2R2D	PPP2R2A	gene-PPP2R2A	OBB
PPP2R3A	gene-PPP2R3A	PPP2R3A	gene-PPP2R3A	RBB
PPP2R3C	gene-PPP2R3C	PPP2R3C	gene-PPP2R3C	RBB
PPP2R5A	gene-PPP2R5A	PPP2R5A	gene-PPP2R5A	RBB
PPP2R5B	gene-PPP2R5B	PPP2R5B	gene-PPP2R5B	RBB
PPP2R5C	gene-PPP2R5C	PPP2R5C	gene-PPP2R5C	RBB
PPP2R5D	gene-PPP2R5D	PPP2R5D	gene-PPP2R5D	RBB
PPP2R5E	gene-PPP2R5E	PPP2R5E	gene-PPP2R5E	RBB
PPP3CA	gene-PPP3CA	PPP3CA	gene-PPP3CA	RBB
PPP3CB	gene-PPP3CB	PPP3CB	gene-PPP3CB	RBB
PPP3CC	gene-PPP3CC	PPP3CC	gene-PPP3CC	RBB
PPP3R1	gene-PPP3R1	PPP3R1	gene-PPP3R1	RBB
PPP3R2	gene-PPP3R2	PPP3R2	gene-PPP3R2	RBB
PPP4C	gene-PPP4C	PPP4C	gene-PPP4C	RBB
PPP4R1	gene-PPP4R1	PPP4R1	gene-PPP4R1	RBB
PPP4R2	gene-PPP4R2	PPP4R2	gene-PPP4R2	RBB
PPP4R3A	gene-PPP4R3A	PPP4R3A	gene-PPP4R3A	RBB
PPP4R3B	gene-PPP4R3B	PPP4R3B	gene-PPP4R3B	RBB
PPP4R4	gene-PPP4R4	PPP4R4	gene-PPP4R4	RBB
PPP5C	gene-PPP5C	PPP5C	gene-PPP5C	RBB
PPP6C	gene-PPP6C	PPP6C	gene-PPP6C	RBB
PPP6R1	gene-PPP6R1	PPP6R1	gene-PPP6R1	RBB
PPP6R3	gene-PPP6R3	PPP6R3	gene-PPP6R3	RBB
PPRC1	gene-PPRC1	PPRC1	gene-PPRC1	RBB
PPT1	gene-PPT1	PPT1	gene-PPT1	RBB
PPT2	gene-PPT2	PPT2	gene-PPT2	RBB
PPTC7	gene-PPTC7	PPTC7	gene-PPTC7	RBB
PPWD1	gene-PPWD1	PPWD1	gene-PPWD1	RBB
PPY	gene-PPY	PPY	gene-PPY	RBB
PQBP1	gene-PQBP1	PQBP1	gene-PQBP1	RBB
PRADC1	gene-PRADC1	PRADC1	gene-PRADC1	RBB
PRAF2	gene-PRAF2	PRAF2	gene-PRAF2	RBB
PRAG1	gene-PRAG1	PRAG1	gene-PRAG1-2	RBB
PRAM1	gene-PRAM1	PRAM1	gene-PRAM1	RBB
PRAME	gene-PRAME	PRAME	gene-PRAME	RBB
PRAP1	gene-PRAP1	PRAP1	gene-PRAP1	RBB
PRC1	gene-PRC1	PRC1	gene-PRC1	RBB
PRCC	gene-PRCC	PRCC	gene-PRCC	RBB
PRCD	gene-PRCD	PRCD	gene-PRCD	RBB
PRCP	gene-PRCP	PRCP	gene-PRCP	RBB
PRDM1	gene-PRDM1	PRDM1	gene-PRDM1	RBB
PRDM10	gene-PRDM10	PRDM10	gene-PRDM10	RBB
PRDM11	gene-PRDM11	PRDM11	gene-PRDM11	RBB
PRDM12	gene-PRDM12	PRDM12	gene-PRDM12	RBB
PRDM13	gene-PRDM13	PRDM13	gene-PRDM13	RBB
PRDM14	gene-PRDM14	PRDM14	gene-PRDM14	RBB
PRDM15	gene-PRDM15	PRDM15	gene-PRDM15	RBB
PRDM16	gene-PRDM16	PRDM16	gene-PRDM16	RBB
PRDM2	gene-PRDM2	PRDM2	gene-PRDM2	RBB
PRDM4	gene-PRDM4	PRDM4	gene-PRDM4	RBB
PRDM5	gene-PRDM5	PRDM5	gene-PRDM5	RBB
PRDM6	gene-PRDM6	PRDM6	gene-PRDM6	RBB
